StalkId,PlantId,x,z,ChannelStart,Universe,IPAddress,StemIndex
52,7,105.1237,33.85669,325,1,192.168.0.220,3
53,7,97.56937,31.81799,328,1,192.168.0.220,4
54,7,95.93997,38.70773,331,1,192.168.0.220,5
55,7,99.52231,42.72015,334,1,192.168.0.220,6
56,8,-105.6552,43.66159,253,2,192.168.0.220,0
57,8,-104.077,43.01012,256,2,192.168.0.220,1
58,8,-108.7201,45.64967,259,2,192.168.0.220,2
59,8,-106.5768,48.60112,262,2,192.168.0.220,3
60,8,-99.62938,45.00153,265,2,192.168.0.220,4
61,8,-103.0819,38.82061,268,2,192.168.0.220,5
62,8,-108.4337,38.28181,271,2,192.168.0.220,6
63,9,51.11363,-109.3329,400,1,192.168.0.220,0
64,9,50.38995,-107.7864,403,1,192.168.0.220,1
65,9,52.03064,-112.8691,406,1,192.168.0.220,2
66,9,48.45658,-113.5977,409,1,192.168.0.220,3
67,9,45.76523,-106.2505,412,1,192.168.0.220,4
68,9,52.48615,-104.025,415,1,192.168.0.220,5
69,9,56.79639,-107.2429,418,1,192.168.0.220,6
70,10,37.98648,120.9567,85,2,192.168.0.220,0
71,10,37.47548,119.3276,88,2,192.168.0.220,1
72,10,39.69899,124.1837,91,2,192.168.0.220,2
73,10,42.82652,122.3066,94,2,192.168.0.220,3
74,10,39.8481,115.0711,97,2,192.168.0.220,4
75,10,33.38901,117.97,100,2,192.168.0.220,5
76,10,32.38438,123.2542,103,2,192.168.0.220,6
77,11,-114.7768,-66.4633,295,2,192.168.0.220,0
78,11,-113.2995,-65.60719,298,2,192.168.0.220,1
79,11,-118.2193,-67.68595,301,2,192.168.0.220,2
80,11,-119.2575,-64.18926,304,2,192.168.0.220,3
81,11,-112.1738,-60.86591,307,2,192.168.0.220,4
82,11,-109.3692,-67.36652,310,2,192.168.0.220,5
83,11,-112.1979,-71.94158,313,2,192.168.0.220,6
84,12,135.0372,-29.73354,337,1,192.168.0.220,0
85,12,133.3697,-29.36692,340,1,192.168.0.220,1
86,12,138.4016,-31.15738,343,1,192.168.0.220,2
87,12,136.8051,-34.43703,346,1,192.168.0.220,3
88,12,129.3369,-32.10259,349,1,192.168.0.220,4
89,12,131.66,-25.41479,352,1,192.168.0.220,5
90,12,136.8362,-23.95203,355,1,192.168.0.220,6
91,13,-82.62577,117.6042,211,2,192.168.0.220,0
92,13,-81.64379,116.2075,214,2,192.168.0.220,1
93,13,-84.14472,120.9267,217,2,192.168.0.220,2
94,13,-80.7522,122.2666,220,2,192.168.0.220,3
95,13,-76.82224,115.5006,223,2,192.168.0.220,4
96,13,-83.05276,112.1384,226,2,192.168.0.220,5
97,13,-87.8576,114.5563,229,2,192.168.0.220,6
98,14,-19.19546,-147.7788,463,2,192.168.0.220,0
99,14,-18.97604,-146.0856,466,2,192.168.0.220,1
100,14,-20.31973,-151.2547,469,2,192.168.0.220,2
101,14,-23.72639,-149.9511,472,2,192.168.0.220,3
102,14,-22.05379,-142.3074,475,2,192.168.0.220,4
103,14,-15.18851,-144.0369,478,2,192.168.0.220,5
104,14,-13.27882,-149.0654,481,2,192.168.0.220,6
105,15,117.9116,99.31702,295,1,192.168.0.220,0
106,15,116.606,98.21668,298,1,192.168.0.220,1
107,15,121.0885,101.1206,301,1,192.168.0.220,2
108,15,122.7199,97.85822,304,1,192.168.0.220,3
109,15,116.3234,93.3518,307,1,192.168.0.220,4
110,15,112.4294,99.26453,310,1,192.168.0.220,5
111,15,114.418,104.2624,313,1,192.168.0.220,6
112,16,-159.0407,6.621981,463,3,192.168.0.220,0
113,16,-157.3348,6.551431,466,3,192.168.0.220,1
114,16,-162.6016,7.438058,469,3,192.168.0.220,2
115,16,-161.6008,10.94565,472,3,192.168.0.220,3
116,16,-153.8402,9.947712,475,3,192.168.0.220,4
117,16,-154.9629,2.957505,478,3,192.168.0.220,5
118,16,-159.8051,0.6155045,481,3,192.168.0.220,6
119,17,116.2669,-115.7647,358,1,192.168.0.220,0
120,17,115.0566,-114.5603,361,1,192.168.0.220,1
121,17,118.3413,-118.7718,364,1,192.168.0.220,2
122,17,115.234,-120.6822,367,1,192.168.0.220,3
123,17,110.1857,-114.7041,370,1,192.168.0.220,4
124,17,115.7353,-110.3081,373,1,192.168.0.220,5
125,17,120.8879,-111.8521,376,1,192.168.0.220,6
126,18,-7.754638,168.6769,106,2,192.168.0.220,0
127,18,-7.675771,166.9713,109,2,192.168.0.220,1
128,18,-7.252999,172.2955,112,2,192.168.0.220,2
129,18,-3.671348,171.6052,115,2,192.168.0.220,3
130,18,-3.986976,163.787,118,2,192.168.0.220,4
131,18,-11.04857,164.2943,121,2,192.168.0.220,5
132,18,-13.80495,168.9133,124,2,192.168.0.220,6
133,19,-111.2224,-133.2112,316,2,192.168.0.220,0
134,19,-110.1284,-131.9003,319,2,192.168.0.220,1
135,19,-114.0366,-135.5406,322,2,192.168.0.220,2
136,19,-116.2113,-132.6123,325,2,192.168.0.220,3
137,19,-110.6974,-127.0606,328,2,192.168.0.220,4
138,19,-105.8331,-132.2047,331,2,192.168.0.220,5
139,19,-106.9207,-137.4724,334,2,192.168.0.220,6
140,20,176.5452,23.70848,127,1,192.168.0.220,0
141,20,174.8531,23.48081,130,1,192.168.0.220,1
142,20,180.1938,23.52513,133,1,192.168.0.220,2
143,20,179.8193,19.89684,136,1,192.168.0.220,3
144,20,172.0034,19.52775,139,1,192.168.0.220,4
145,20,171.8914,26.60665,142,1,192.168.0.220,5
146,20,176.2517,29.75629,145,1,192.168.0.220,6
147,21,-149.8931,104.3465,232,2,192.168.0.220,0
148,21,-148.4916,103.3714,235,2,192.168.0.220,1
149,21,-152.4596,106.9463,238,2,192.168.0.220,2
150,21,-149.7326,109.3688,241,2,192.168.0.220,3
151,21,-143.7201,104.3614,244,2,192.168.0.220,4
152,21,-148.4192,99.06593,247,2,192.168.0.220,5
153,21,-153.7619,99.68884,250,2,192.168.0.220,6
154,22,41.01262,-182.5134,421,1,192.168.0.220,0
155,22,40.63789,-180.8477,424,1,192.168.0.220,1
156,22,41.14894,-186.1641,427,1,192.168.0.220,2
157,22,37.5018,-186.1082,430,1,192.168.0.220,3
158,22,36.45084,-178.3545,433,1,192.168.0.220,4
159,22,43.49284,-177.6241,436,1,192.168.0.220,5
160,22,47.01162,-181.6924,439,1,192.168.0.220,6
161,23,95.20985,166.062,274,1,192.168.0.220,0
162,23,94.36095,164.5806,277,1,192.168.0.220,1
163,23,97.57532,168.8459,280,1,192.168.0.220,2
164,23,100.2268,166.3411,283,1,192.168.0.220,3
165,23,95.76427,159.9139,286,1,192.168.0.220,4
166,23,90.07829,164.1321,289,1,192.168.0.220,5
167,23,90.23174,169.5088,292,1,192.168.0.220,6
168,24,-186.4621,-59.43935,442,3,192.168.0.220,0
169,24,-184.8355,-58.92041,445,3,192.168.0.220,1
170,24,-190.0869,-59.89432,448,3,192.168.0.220,2
171,24,-190.3501,-56.25626,451,3,192.168.0.220,3
172,24,-182.718,-54.53143,454,3,192.168.0.220,4
173,24,-181.3747,-61.4826,457,3,192.168.0.220,5
174,24,-185.1197,-65.34359,460,3,192.168.0.220,6
175,25,181.4763,-83.89615,85,1,192.168.0.220,0
176,25,179.9264,-83.18002,88,1,192.168.0.220,1
177,25,184.4565,-86.00917,91,1,192.168.0.220,2
178,25,182.1931,-88.86954,94,1,192.168.0.220,3
179,25,175.4003,-84.98598,97,1,192.168.0.220,4
180,25,179.1052,-78.95298,100,1,192.168.0.220,5
181,25,184.4747,-78.63577,103,1,192.168.0.220,6
182,26,-78.75105,188.2899,148,2,192.168.0.220,0
183,26,-78.0919,186.7148,151,2,192.168.0.220,1
184,26,-79.52116,191.861,154,2,192.168.0.220,2
185,26,-75.92005,192.4412,157,2,192.168.0.220,3
186,26,-73.5346,184.9891,160,2,192.168.0.220,4
187,26,-80.34173,183.0432,163,2,192.168.0.220,5
188,26,-84.51534,186.4364,166,2,192.168.0.220,6
189,27,-70.50854,-195.9017,358,3,192.168.0.220,0
190,27,-69.93068,-194.295,361,3,192.168.0.220,1
191,27,-72.35292,-199.0551,364,3,192.168.0.220,2
192,27,-75.40023,-197.0504,367,3,192.168.0.220,3
193,27,-72.12543,-189.9441,370,3,192.168.0.220,4
194,27,-65.79161,-193.1074,373,3,192.168.0.220,5
195,27,-65.00615,-198.4286,376,3,192.168.0.220,6
196,28,187.9122,98.70985,169,1,192.168.0.220,0
197,28,186.4008,97.91552,172,1,192.168.0.220,1
198,28,191.4023,99.78922,175,1,192.168.0.220,2
199,28,192.2951,96.25262,178,1,192.168.0.220,3
200,28,185.0801,93.2248,181,1,192.168.0.220,4
201,28,182.5466,99.83574,184,1,192.168.0.220,5
202,28,185.5619,104.29,187,1,192.168.0.220,6
203,29,-209.1134,55.16878,22,3,192.168.0.220,0
204,29,-207.4624,54.73357,25,3,192.168.0.220,1
205,29,-212.416,56.73042,28,3,192.168.0.220,2
206,29,-210.6855,59.9413,31,3,192.168.0.220,3
207,29,-203.3201,57.30026,34,3,192.168.0.220,4
208,29,-205.9175,50.71417,37,3,192.168.0.220,5
209,29,-211.1497,49.46654,40,3,192.168.0.220,6
210,30,119.0702,-185.2659,22,1,192.168.0.220,0
211,30,118.1468,-183.8297,25,1,192.168.0.220,1
212,30,120.4506,-188.6483,28,1,192.168.0.220,2
213,30,117.0056,-189.8469,31,1,192.168.0.220,3
214,30,113.3586,-182.9242,34,1,192.168.0.220,4
215,30,119.7227,-179.8224,37,1,192.168.0.220,5
216,30,124.4236,-182.4367,40,1,192.168.0.220,6
217,31,38.01013,220.9012,253,1,192.168.0.220,0
218,31,37.72093,219.2184,256,1,192.168.0.220,1
219,31,39.27706,224.3277,259,1,192.168.0.220,2
220,31,42.62695,222.8844,262,1,192.168.0.220,3
221,31,40.63995,215.3163,265,1,192.168.0.220,4
222,31,33.85198,217.328,268,1,192.168.0.220,5
223,31,32.1517,222.4312,271,1,192.168.0.220,6
224,32,-180.3089,-139.5838,400,3,192.168.0.220,0
225,32,-178.959,-138.5383,403,3,192.168.0.220,1
226,32,-183.5576,-141.2545,406,3,192.168.0.220,2
227,32,-185.0528,-137.9275,409,3,192.168.0.220,3
228,32,-178.4755,-133.6893,412,3,192.168.0.220,4
229,32,-174.8292,-139.7578,415,3,192.168.0.220,5
230,32,-177.0225,-144.6692,418,3,192.168.0.220,6
231,33,231.066,-19.189,106,1,192.168.0.220,0
232,33,229.3644,-19.04802,109,1,192.168.0.220,1
233,33,234.5901,-20.15151,112,1,192.168.0.220,2
234,33,233.4452,-23.61475,115,1,192.168.0.220,3
235,33,225.7324,-22.297,118,1,192.168.0.220,4
236,33,227.143,-15.35915,121,1,192.168.0.220,5
237,33,232.0779,-13.21923,124,1,192.168.0.220,6
238,34,-159.9996,173.0219,190,2,192.168.0.220,0
239,34,-158.8402,171.7685,193,2,192.168.0.220,1
240,34,-161.9481,176.1121,196,2,192.168.0.220,2
241,34,-158.7645,177.8925,199,2,192.168.0.220,3
242,34,-153.9674,171.7109,202,2,192.168.0.220,4
243,34,-159.694,167.548,205,2,192.168.0.220,5
244,34,-164.7783,169.3036,208,2,192.168.0.220,6
245,35,1.122546,-239.4244,442,2,192.168.0.220,0
246,35,1.114221,-237.717,445,2,192.168.0.220,1
247,35,0.4718165,-243.0192,448,2,192.168.0.220,2
248,35,-3.078253,-242.1815,451,2,192.168.0.220,3
249,35,-2.439851,-234.383,454,2,192.168.0.220,4
250,35,4.594754,-235.1816,457,2,192.168.0.220,5
251,35,7.15792,-239.9106,460,2,192.168.0.220,6
252,36,163.4086,180.0665,211,1,192.168.0.220,0
253,36,162.2614,178.8019,214,1,192.168.0.220,1
254,36,166.3166,182.2776,217,1,192.168.0.220,2
255,36,168.3685,179.2619,220,1,192.168.0.220,3
256,36,162.6299,173.9427,223,1,192.168.0.220,4
257,36,157.9823,179.2834,226,1,192.168.0.220,5
258,36,159.2867,184.5018,229,1,192.168.0.220,6
259,37,-245.81,-22.73602,484,3,192.168.0.220,0
260,37,-244.1099,-22.57846,487,3,192.168.0.220,1
261,37,-249.4479,-22.40207,490,3,192.168.0.220,2
262,37,-248.9238,-18.79235,493,3,192.168.0.220,3
263,37,-241.0993,-18.74652,496,3,192.168.0.220,4
264,37,-241.2799,-25.82401,499,3,192.168.0.220,5
265,37,-245.7666,-28.79079,502,3,192.168.0.220,6
266,38,199.5341,-151.4962,43,1,192.168.0.220,0
267,38,198.174,-150.464,46,1,192.168.0.220,1
268,38,201.991,-154.1998,49,1,192.168.0.220,2
269,38,199.1662,-156.5075,52,1,192.168.0.220,3
270,38,193.3657,-151.256,55,1,192.168.0.220,4
271,38,198.2796,-146.1592,58,1,192.168.0.220,5
272,38,203.5921,-147.0023,61,1,192.168.0.220,6
273,39,-45.44778,250.0745,127,2,192.168.0.220,0
274,39,-45.14219,248.3946,130,2,192.168.0.220,1
275,39,-45.43315,253.7277,133,2,192.168.0.220,2
276,39,-41.79144,253.5211,136,2,192.168.0.220,3
277,39,-41.06172,245.7307,139,2,192.168.0.220,4
278,39,-48.12789,245.2918,142,2,192.168.0.220,5
279,39,-51.47558,249.502,145,2,192.168.0.220,6
280,40,-137.3376,-218.1544,379,3,192.168.0.220,0
281,40,-136.4282,-216.7093,382,3,192.168.0.220,1
282,40,-139.8161,-220.8382,385,3,192.168.0.220,2
283,40,-142.3618,-218.226,388,3,192.168.0.220,3
284,40,-137.6375,-211.9886,391,3,192.168.0.220,4
285,40,-132.1307,-216.4382,394,3,192.168.0.220,5
286,40,-132.5061,-221.804,397,3,192.168.0.220,6
287,41,252.0894,69.04034,148,1,192.168.0.220,0
288,41,250.4427,68.58906,151,1,192.168.0.220,1
289,41,255.7299,69.34515,154,1,192.168.0.220,2
290,41,255.8425,65.69933,157,1,192.168.0.220,3
291,41,248.1457,64.29131,160,1,192.168.0.220,4
292,41,247.0907,71.29206,163,1,192.168.0.220,5
293,41,250.9921,74.995,166,1,192.168.0.220,6
294,42,-235.6889,121.0025,43,3,192.168.0.220,0
295,42,-234.1698,120.2229,46,3,192.168.0.220,1
296,42,-238.5792,123.2368,49,3,192.168.0.220,2
297,42,-236.1995,126.0013,52,3,192.168.0.220,3
298,42,-229.573,121.8403,55,3,192.168.0.220,4
299,42,-233.524,115.9656,58,3,192.168.0.220,5
300,42,-238.9021,115.8705,61,3,192.168.0.220,6
301,43,93.28395,-251.7475,1,1,192.168.0.220,0
302,43,92.69043,-250.1466,4,1,192.168.0.220,1
303,43,93.90587,-255.3474,7,1,192.168.0.220,2
304,43,90.28384,-255.7783,10,1,192.168.0.220,3
305,43,88.20832,-248.2341,13,1,192.168.0.220,4
306,43,95.09003,-246.5711,16,1,192.168.0.220,5
307,43,99.11988,-250.1338,19,1,192.168.0.220,6
308,44,102.5941,251.9001,232,1,192.168.0.220,0
309,44,101.9503,250.3187,235,1,192.168.0.220,1
310,44,104.5672,254.9746,238,1,192.168.0.220,2
311,44,107.5291,252.8458,241,1,192.168.0.220,3
312,44,103.9634,245.8808,244,1,192.168.0.220,4
313,44,97.76572,249.3031,247,1,192.168.0.220,5
314,44,97.20081,254.6523,250,1,192.168.0.220,6
315,45,-248.9647,-117.9367,421,3,192.168.0.220,0
316,45,-247.4217,-117.2055,424,3,192.168.0.220,1
317,45,-252.4964,-118.871,427,3,192.168.0.220,2
318,45,-253.2423,-115.3005,430,3,192.168.0.220,3
319,45,-245.9084,-112.5734,433,3,192.168.0.220,4
320,45,-243.6502,-119.2834,436,3,192.168.0.220,5
321,45,-246.847,-123.6093,439,3,192.168.0.220,6
322,46,266.5642,-82.23177,64,1,192.168.0.220,0
323,46,264.9326,-81.72873,67,1,192.168.0.220,1
324,46,269.7995,-83.92853,70,1,192.168.0.220,2
325,46,267.9377,-87.06518,73,1,192.168.0.220,3
326,46,260.6878,-84.12209,76,1,192.168.0.220,4
327,46,263.5551,-77.64893,79,1,192.168.0.220,5
328,46,268.8344,-76.61853,82,1,192.168.0.220,6
329,47,-142.754,243.6777,169,2,192.168.0.220,0
330,47,-141.8907,242.2046,172,2,192.168.0.220,1
331,47,-143.9934,247.1142,175,2,192.168.0.220,2
332,47,-140.5018,248.1695,178,2,192.168.0.220,3
333,47,-137.144,241.102,181,2,192.168.0.220,4
334,47,-143.6309,238.2658,184,2,192.168.0.220,5
335,47,-148.2197,241.0722,187,2,192.168.0.220,6
336,48,-60.0586,-279.4681,337,3,192.168.0.220,0
337,48,-59.70012,-277.7988,340,3,192.168.0.220,1
338,48,-61.46601,-282.8393,343,3,192.168.0.220,2
339,48,-64.75341,-281.2589,346,3,192.168.0.220,3
340,48,-62.45543,-273.7794,349,3,192.168.0.220,4
341,48,-55.75638,-276.0698,352,3,192.168.0.220,5
342,48,-54.26838,-281.2388,355,3,192.168.0.220,6
343,49,235.8487,167.4807,190,1,192.168.0.220,0
344,49,234.4567,166.4919,193,1,192.168.0.220,1
345,49,239.1637,169.0158,196,1,192.168.0.220,2
346,49,240.5201,165.6299,199,1,192.168.0.220,3
347,49,233.7733,161.667,202,1,192.168.0.220,4
348,49,230.3808,167.881,205,1,192.168.0.220,5
349,49,232.7753,172.6976,208,1,192.168.0.220,6
350,50,-290.4121,36.23876,1,3,192.168.0.220,0
351,50,-288.7178,36.0276,4,3,192.168.0.220,1
352,50,-293.8935,37.34605,7,3,192.168.0.220,2
353,50,-292.6065,40.75903,10,3,192.168.0.220,3
354,50,-284.9547,39.12376,13,3,192.168.0.220,4
355,50,-286.6507,32.25011,16,3,192.168.0.220,5
356,50,-291.6698,30.3159,19,3,192.168.0.220,6
