PathId,Host,Universe,ChannelStart,Fixture0,Fixture1,DistanceFt
7,192.168.0.221,-1,43,350,384,12.03141
8,192.168.0.220,-1,295,31,70,13.80583
8,192.168.0.220,-1,295,70,57,6.485783
8,192.168.0.220,-1,295,57,73,16.49351
8,192.168.0.220,-1,295,73,94,7.050261
8,192.168.0.220,-1,295,94,110,7.040413
8,192.168.0.220,-1,295,110,125,7.277888
8,192.168.0.220,-1,295,125,140,7.636126
8,192.168.0.220,-1,295,140,154,8.066381
8,192.168.0.220,-1,295,154,168,8.539255
8,192.168.0.220,-1,295,168,193,8.902864
8,192.168.0.220,-1,295,193,219,9.253353
8,192.168.0.220,-1,295,219,248,9.684352
8,192.168.0.220,-1,295,248,281,10.17995
8,192.168.0.220,-1,295,281,312,10.72756
8,192.168.0.220,-1,295,312,346,11.32036
8,192.168.0.220,-1,295,346,380,11.95425
8,192.168.0.220,-1,295,380,414,12.62164
9,192.168.0.222,-1,169,22,263,11.92004
9,192.168.0.222,-1,169,263,295,10.41562
9,192.168.0.222,-1,169,295,327,10.9838
9,192.168.0.222,-1,169,327,361,11.59514
9,192.168.0.222,-1,169,361,395,12.24632
10,192.168.0.222,-1,295,23,250,20.10645
10,192.168.0.222,-1,295,250,283,10.21082
10,192.168.0.222,-1,295,283,314,10.76122
10,192.168.0.222,-1,295,314,348,11.35654
10,192.168.0.222,-1,295,348,382,11.99277
11,192.168.0.222,-1,421,24,221,18.71222
11,192.168.0.222,-1,421,221,239,10.86185
11,192.168.0.222,-1,421,239,271,10.01348
11,192.168.0.222,-1,421,271,302,10.54519
11,192.168.0.222,-1,421,302,335,11.12392
11,192.168.0.222,-1,421,335,369,11.74484
11,192.168.0.222,-1,421,369,403,12.40512
12,192.168.0.222,-1,85,25,195,18.81391
12,192.168.0.222,-1,85,195,211,9.956546
12,192.168.0.222,-1,85,211,228,10.5065
12,192.168.0.222,-1,85,228,258,9.824157
12,192.168.0.222,-1,85,258,291,10.33599
12,192.168.0.222,-1,85,291,322,10.89743
12,192.168.0.222,-1,85,322,356,11.50269
12,192.168.0.222,-1,85,356,390,12.14814
13,192.168.0.222,-1,274,26,170,19.60674
13,192.168.0.222,-1,274,170,185,9.091438
13,192.168.0.222,-1,274,185,201,9.620655
13,192.168.0.222,-1,274,201,217,10.16089
13,192.168.0.222,-1,274,217,246,9.643468
13,192.168.0.222,-1,274,246,417,10.13403
13,192.168.0.222,-1,274,417,310,10.67732
13,192.168.0.222,-1,274,310,343,11.26636
13,192.168.0.222,-1,274,343,377,11.89674
13,192.168.0.222,-1,274,377,411,12.56596
14,192.168.0.223,-1,1,27,146,20.65048
14,192.168.0.223,-1,1,146,161,8.287131
14,192.168.0.223,-1,1,161,176,8.775586
14,192.168.0.223,-1,1,176,191,9.290053
14,192.168.0.223,-1,1,191,207,9.826594
14,192.168.0.223,-1,1,207,234,9.474805
14,192.168.0.223,-1,1,234,266,9.939692
14,192.168.0.223,-1,1,266,297,10.46388
14,192.168.0.223,-1,1,297,330,11.03609
14,192.168.0.223,-1,1,330,364,11.65102
14,192.168.0.223,-1,1,364,398,12.30066
15,192.168.0.223,-1,253,28,132,13.03644
15,192.168.0.223,-1,253,132,123,9.704852
15,192.168.0.223,-1,253,123,138,7.580172
15,192.168.0.223,-1,253,138,152,8.001973
15,192.168.0.223,-1,253,152,167,8.469625
15,192.168.0.223,-1,253,167,181,8.968886
15,192.168.0.223,-1,253,181,197,9.491607
15,192.168.0.223,-1,253,197,224,9.312343
15,192.168.0.223,-1,253,224,253,9.75359
15,192.168.0.223,-1,253,253,286,10.25743
15,192.168.0.223,-1,253,286,317,10.812
15,192.168.0.223,-1,253,317,351,11.41109
15,192.168.0.223,-1,253,351,385,12.05078
16,192.168.0.223,-1,43,29,108,15.79122
16,192.168.0.223,-1,43,108,98,8.140482
16,192.168.0.223,-1,43,98,114,7.08102
16,192.168.0.223,-1,43,114,129,7.355106
16,192.168.0.223,-1,43,129,143,7.733233
16,192.168.0.223,-1,43,143,157,8.175658
16,192.168.0.223,-1,43,157,172,8.656639
16,192.168.0.223,-1,43,172,187,9.165548
16,192.168.0.223,-1,43,187,213,9.160344
16,192.168.0.223,-1,43,213,242,9.579164
16,192.168.0.223,-1,43,242,274,10.05834
16,192.168.0.223,-1,43,274,305,10.59445
16,192.168.0.223,-1,43,305,338,11.17704
16,192.168.0.223,-1,43,338,372,11.80159
16,192.168.0.223,-1,43,372,406,12.4601
17,192.168.0.223,-1,379,30,91,13.17798
17,192.168.0.223,-1,379,91,78,7.215513
17,192.168.0.223,-1,379,78,65,6.716532
17,192.168.0.223,-1,379,65,86,7.178131
17,192.168.0.223,-1,379,86,104,7.003934
17,192.168.0.223,-1,379,104,119,7.168293
17,192.168.0.223,-1,379,119,134,7.489421
17,192.168.0.223,-1,379,134,148,7.896682
17,192.168.0.223,-1,379,148,163,8.355008
17,192.168.0.223,-1,379,163,178,8.847662
17,192.168.0.223,-1,379,178,203,9.023738
17,192.168.0.223,-1,379,203,230,9.411527
17,192.168.0.223,-1,379,230,261,9.867117
17,192.168.0.223,-1,379,261,294,10.38363
17,192.168.0.223,-1,379,294,325,10.94915
17,192.168.0.223,-1,379,325,359,11.55804
17,192.168.0.223,-1,379,359,393,12.20693
18,192.168.0.223,-1,253,34,88,11.47777
18,192.168.0.223,-1,253,88,80,10.26073
18,192.168.0.223,-1,253,80,93,7.299562
18,192.168.0.223,-1,253,93,109,7.033787
18,192.168.0.223,-1,253,109,133,8.727784
18,192.168.0.223,-1,253,133,156,8.621285
18,192.168.0.223,-1,253,156,180,8.769465
18,192.168.0.223,-1,253,180,206,9.064294
18,192.168.0.223,-1,253,206,233,9.462029
18,192.168.0.223,-1,253,233,265,9.925073
18,192.168.0.223,-1,253,265,296,10.44774
18,192.168.0.223,-1,253,296,329,11.01864
18,192.168.0.223,-1,253,329,363,11.63235
18,192.168.0.223,-1,253,363,397,12.28579
19,192.168.0.224,-1,64,33,75,10.51911
19,192.168.0.224,-1,64,75,67,9.01973
19,192.168.0.224,-1,64,67,59,8.222014
19,192.168.0.224,-1,64,59,72,6.534791
19,192.168.0.224,-1,64,72,103,9.679669
19,192.168.0.224,-1,64,103,118,7.156075
19,192.168.0.224,-1,64,118,142,8.645748
19,192.168.0.224,-1,64,142,166,8.655622
19,192.168.0.224,-1,64,166,190,8.86863
19,192.168.0.224,-1,64,190,216,9.207431
19,192.168.0.224,-1,64,216,245,9.629923
19,192.168.0.224,-1,64,245,278,10.11878
19,192.168.0.224,-1,64,278,309,10.66069
19,192.168.0.224,-1,64,309,342,11.24843
19,192.168.0.224,-1,64,342,376,11.87765
19,192.168.0.224,-1,64,376,410,12.54061
20,192.168.0.225,-1,421,32,83,6.896868
20,192.168.0.225,-1,421,83,62,7.254772
20,192.168.0.225,-1,421,62,5,8.133904
20,192.168.0.225,-1,421,5,4,6.237365
20,192.168.0.225,-1,421,4,3,6.237366
20,192.168.0.225,-1,421,3,2,6.237367
20,192.168.0.225,-1,421,2,1,6.237366
20,192.168.0.225,-1,421,1,0,6.237366
20,192.168.0.225,-1,421,0,14,6.237364
20,192.168.0.225,-1,421,14,13,6.237364
20,192.168.0.225,-1,421,13,12,6.237368
20,192.168.0.225,-1,421,12,11,6.237366
20,192.168.0.225,-1,421,11,10,6.237364
20,192.168.0.225,-1,421,10,9,6.237369
20,192.168.0.225,-1,421,9,8,6.237365
20,192.168.0.225,-1,421,8,7,6.237366
20,192.168.0.225,-1,421,7,6,6.237363
21,192.168.0.225,-1,295,44,79,12.07955
21,192.168.0.225,-1,295,79,58,7.388517
21,192.168.0.225,-1,295,58,71,6.509414
21,192.168.0.225,-1,295,71,63,8.623909
21,192.168.0.225,-1,295,63,55,7.815312
21,192.168.0.225,-1,295,55,60,11.57716
21,192.168.0.225,-1,295,60,81,7.316659
21,192.168.0.225,-1,295,81,100,7.003201
21,192.168.0.225,-1,295,100,116,7.110816
21,192.168.0.225,-1,295,116,130,7.403337
21,192.168.0.225,-1,295,130,144,7.794263
21,192.168.0.225,-1,295,144,159,8.242288
21,192.168.0.225,-1,295,159,183,8.797899
21,192.168.0.225,-1,295,183,209,9.106191
21,192.168.0.225,-1,295,209,237,9.513502
21,192.168.0.225,-1,295,237,269,9.983815
21,192.168.0.225,-1,295,269,300,10.51254
21,192.168.0.225,-1,295,300,333,11.08868
21,192.168.0.225,-1,295,333,367,11.70722
21,192.168.0.225,-1,295,367,401,12.36521
22,192.168.0.225,-1,232,45,92,12.33662
22,192.168.0.225,-1,232,92,84,10.62919
22,192.168.0.225,-1,232,84,76,9.886456
22,192.168.0.225,-1,232,76,68,9.117664
22,192.168.0.225,-1,232,68,89,7.118563
22,192.168.0.225,-1,232,89,106,7.01298
22,192.168.0.225,-1,232,106,121,7.206947
22,192.168.0.225,-1,232,121,136,7.54335
22,192.168.0.225,-1,232,136,150,7.959535
22,192.168.0.225,-1,232,150,174,8.712922
22,192.168.0.225,-1,232,174,199,8.97502
22,192.168.0.225,-1,232,199,226,9.349826
22,192.168.0.225,-1,232,226,256,9.795779
22,192.168.0.225,-1,232,256,289,10.30443
22,192.168.0.225,-1,232,289,320,10.86315
22,192.168.0.225,-1,232,320,354,11.46594
22,192.168.0.225,-1,232,354,388,12.10908
23,192.168.0.225,-1,106,46,102,16.00116
23,192.168.0.225,-1,106,102,96,11.79112
23,192.168.0.225,-1,106,96,112,7.063339
23,192.168.0.225,-1,106,112,127,7.323476
23,192.168.0.225,-1,106,127,165,12.60647
23,192.168.0.225,-1,106,165,189,8.86034
23,192.168.0.225,-1,106,189,215,9.196128
23,192.168.0.225,-1,106,215,244,9.616469
23,192.168.0.225,-1,106,244,277,10.10359
23,192.168.0.225,-1,106,277,308,10.64407
23,192.168.0.225,-1,106,308,341,11.23054
23,192.168.0.225,-1,106,341,375,11.85857
23,192.168.0.225,-1,106,375,409,12.52555
24,192.168.0.225,-1,400,47,205,13.91714
24,192.168.0.225,-1,400,205,232,9.449297
24,192.168.0.225,-1,400,232,264,9.910528
24,192.168.0.225,-1,400,264,418,10.43168
24,192.168.0.225,-1,400,418,328,11.00118
24,192.168.0.225,-1,400,328,362,11.61373
24,192.168.0.225,-1,400,362,396,12.26605
25,192.168.0.225,-1,64,48,222,10.37556
25,192.168.0.225,-1,64,222,251,9.725726
25,192.168.0.225,-1,64,251,284,10.22633
25,192.168.0.225,-1,64,284,315,10.77808
25,192.168.0.225,-1,64,315,349,11.37472
25,192.168.0.225,-1,64,349,383,12.01205
26,192.168.0.225,-1,211,49,240,10.16697
26,192.168.0.225,-1,211,240,272,10.02839
26,192.168.0.225,-1,211,272,303,10.56157
26,192.168.0.225,-1,211,303,336,11.1416
26,192.168.0.225,-1,211,336,370,11.76371
26,192.168.0.225,-1,211,370,404,12.42006
27,192.168.0.225,-1,358,50,51,6.257393
27,192.168.0.225,-1,358,51,52,6.257401
27,192.168.0.225,-1,358,52,259,7.157995
27,192.168.0.225,-1,358,259,292,10.35184
27,192.168.0.225,-1,358,292,323,10.91464
27,192.168.0.225,-1,358,323,357,11.52109
27,192.168.0.225,-1,358,357,391,12.1677
28,192.168.0.225,-1,22,36,35,6.257395
28,192.168.0.225,-1,22,35,54,6.25736
28,192.168.0.225,-1,22,54,53,6.25741
28,192.168.0.225,-1,22,53,279,10.68696
28,192.168.0.225,-1,22,279,311,10.69406
28,192.168.0.225,-1,22,311,344,11.28432
28,192.168.0.225,-1,22,344,378,11.91587
28,192.168.0.225,-1,22,378,412,12.5811
29,192.168.0.225,-1,211,38,158,12.43606
29,192.168.0.225,-1,211,158,149,11.45119
29,192.168.0.225,-1,211,149,173,8.70188
29,192.168.0.225,-1,211,173,198,8.957194
29,192.168.0.225,-1,211,198,225,9.324334
29,192.168.0.225,-1,211,225,254,9.767609
29,192.168.0.225,-1,211,254,287,10.27304
29,192.168.0.225,-1,211,287,318,10.82904
29,192.168.0.225,-1,211,318,352,11.42932
29,192.168.0.225,-1,211,352,386,12.07018
30,192.168.0.225,-1,442,43,66,13.63133
30,192.168.0.225,-1,442,66,61,12.70383
30,192.168.0.225,-1,442,61,56,11.77014
30,192.168.0.225,-1,442,56,64,7.917254
30,192.168.0.225,-1,442,64,85,7.201786
30,192.168.0.225,-1,442,85,128,13.90858
30,192.168.0.225,-1,442,128,151,8.617987
30,192.168.0.225,-1,442,151,175,8.718683
30,192.168.0.225,-1,442,175,200,8.984577
30,192.168.0.225,-1,442,200,227,9.362042
30,192.168.0.225,-1,442,227,257,9.809939
30,192.168.0.225,-1,442,257,290,10.32019
30,192.168.0.225,-1,442,290,321,10.88028
30,192.168.0.225,-1,442,321,355,11.48429
30,192.168.0.225,-1,442,355,389,12.1286
31,192.168.0.225,-1,274,42,87,8.230264
31,192.168.0.225,-1,274,87,74,7.05194
31,192.168.0.225,-1,274,74,82,9.696755
31,192.168.0.225,-1,274,82,69,6.858382
31,192.168.0.225,-1,274,69,77,9.215177
31,192.168.0.225,-1,274,77,97,7.018495
31,192.168.0.225,-1,274,97,113,7.071944
31,192.168.0.225,-1,274,113,137,8.68882
31,192.168.0.225,-1,274,137,160,8.630693
31,192.168.0.225,-1,274,160,184,8.805318
31,192.168.0.225,-1,274,184,210,9.116839
31,192.168.0.225,-1,274,210,238,9.526549
31,192.168.0.225,-1,274,238,270,9.998615
31,192.168.0.225,-1,274,270,301,10.52883
31,192.168.0.225,-1,274,301,334,11.10631
31,192.168.0.225,-1,274,334,368,11.726
31,192.168.0.225,-1,274,368,402,12.3801
32,192.168.0.230,1,148,41,105,6.78299
32,192.168.0.230,1,148,105,95,7.959257
32,192.168.0.230,1,148,95,101,11.61576
32,192.168.0.230,1,148,101,90,7.735036
32,192.168.0.230,1,148,90,107,7.017283
32,192.168.0.230,1,148,107,122,7.220473
32,192.168.0.230,1,148,122,145,8.629351
32,192.168.0.230,1,148,145,169,8.676799
32,192.168.0.230,1,148,169,194,8.911671
32,192.168.0.230,1,148,194,220,9.265017
32,192.168.0.230,1,148,220,249,9.698088
32,192.168.0.230,1,148,249,282,10.19537
32,192.168.0.230,1,148,282,313,10.74436
32,192.168.0.230,1,148,313,347,11.33845
32,192.168.0.230,1,148,347,381,11.97348
32,192.168.0.230,1,148,381,415,12.64717
33,192.168.0.230,2,1,40,120,9.010214
33,192.168.0.230,2,1,120,111,8.920119
33,192.168.0.230,2,1,111,117,13.40792
33,192.168.0.230,2,1,117,131,7.420146
33,192.168.0.230,2,1,131,155,8.618138
33,192.168.0.230,2,1,155,179,8.74944
33,192.168.0.230,2,1,179,204,9.033741
33,192.168.0.230,2,1,204,231,9.424055
33,192.168.0.230,2,1,231,262,9.88154
33,192.168.0.230,2,1,262,416,10.39963
33,192.168.0.230,2,1,416,326,10.96644
33,192.168.0.230,2,1,326,360,11.57655
33,192.168.0.230,2,1,360,394,12.22662
34,192.168.0.230,3,295,39,135,14.72453
34,192.168.0.230,3,295,135,126,9.889899
34,192.168.0.230,3,295,126,141,7.655251
34,192.168.0.230,3,295,141,164,8.644938
34,192.168.0.230,3,295,164,188,8.844051
34,192.168.0.230,3,295,188,214,9.173763
34,192.168.0.230,3,295,214,243,9.589702
34,192.168.0.230,3,295,243,275,10.07337
34,192.168.0.230,3,295,275,306,10.61095
34,192.168.0.230,3,295,306,339,11.19484
34,192.168.0.230,3,295,339,373,11.82053
34,192.168.0.230,3,295,373,407,12.48527
35,192.168.0.230,4,64,37,182,10.88807
35,192.168.0.230,4,64,182,208,9.085086
35,192.168.0.230,4,64,208,235,9.487641
35,192.168.0.230,4,64,235,267,9.954351
35,192.168.0.230,4,64,267,298,10.48007
35,192.168.0.230,4,64,298,331,11.05358
35,192.168.0.230,4,64,331,365,11.66969
35,192.168.0.230,4,64,365,399,12.32545
